Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
768.335447073,84.4,100.0,76.8
770.350566149,84.4,100.0,76.8
772.366200209,84.4,100.0,76.8
774.385014057,84.4,100.0,76.8
776.403403044,84.4,100.0,76.8
778.419358015,84.4,100.0,76.8
780.434812069,84.8,100.0,76.8
782.45246315,84.8,100.0,76.8
784.46847105,84.8,100.0,76.8
786.484317064,84.8,100.0,76.8
788.501579046,84.8,100.0,76.8
790.517832041,84.8,100.0,76.8
792.533187151,84.8,100.0,76.8
794.548489094,84.8,100.0,76.8
796.567303181,84.8,100.0,76.8
798.583054066,84.8,100.0,76.8
800.600767136,84.8,100.0,76.8
802.61750102,84.8,100.0,76.8
804.635138988,84.8,100.0,76.8
806.651689053,85.2,100.0,76.8
808.67002821,85.2,100.0,76.8
810.685259104,85.2,100.0,76.8
812.700710058,85.2,100.0,76.8
814.715805054,85.2,100.0,76.8
816.730652094,85.2,100.0,76.8
818.746327162,85.2,100.0,76.8
820.764317036,85.2,100.0,76.8
822.780106068,85.2,100.0,76.8
824.796089172,85.2,100.0,76.8
826.813891172,85.2,100.0,76.8
828.829952002,84.8,100.0,76.8
830.846610069,84.8,100.0,76.8
832.863794088,84.8,100.0,76.8
834.879384995,84.8,100.0,76.8
836.894278049,85.2,100.0,76.8
838.908716202,85.2,100.0,76.8
840.92407918,85.2,100.0,76.8
842.939865112,85.2,100.0,76.8
844.955323219,85.5,100.0,76.8
846.973676205,85.5,100.0,76.8
848.989185095,85.5,100.0,76.8
851.004111052,85.5,100.0,76.8
853.019448996,85.5,100.0,76.8
855.034198999,85.5,100.0,76.8
857.04997611,85.5,100.0,76.8
859.064651012,85.5,100.0,76.8
861.080185175,85.5,100.0,76.8
863.146301031,85.5,100.0,76.8
865.163663149,85.5,100.0,76.8
867.182020187,85.5,100.0,76.8
869.199290037,85.5,100.0,76.8
871.216556072,85.5,100.0,76.8
873.231953144,85.5,100.0,76.8
875.246918201,85.5,100.0,76.8
877.26209116,85.5,100.0,76.8
879.278463125,85.5,100.0,76.8
881.29698205,85.9,100.0,76.8
883.315157175,85.9,100.0,76.8
885.331307173,85.9,100.0,76.8
887.349348068,85.9,100.0,76.8
889.365056992,85.9,100.0,76.8
891.380524158,85.9,100.0,76.8
893.399684191,85.9,100.0,76.8
895.41577816,85.9,100.0,76.8
897.433493137,86.3,100.0,76.8
899.449904203,86.3,100.0,76.8
901.4677701,86.3,100.0,76.8
903.48349309,86.3,100.0,76.8
905.498104095,86.3,100.0,76.8
907.513137102,86.3,100.0,76.8
909.528521061,86.3,100.0,76.8
911.543511152,86.3,100.0,76.8
913.559766054,86.3,100.0,76.8
915.577706099,86.3,100.0,76.8
917.593585014,86.3,100.0,76.8
919.611519098,86.3,100.0,76.8
921.626945019,86.3,100.0,76.8
923.643339157,86.3,100.0,76.8
925.661545992,86.3,100.0,76.8
927.676886082,86.3,100.0,76.8
929.693041086,86.3,100.0,76.8
931.71084404,86.3,100.0,76.8
933.727283001,86.3,100.0,76.8
935.745273113,86.3,100.0,76.8
937.760706186,85.9,100.0,76.8
939.776269197,86.3,100.0,76.8
941.794377089,86.3,100.0,76.8
943.809411049,86.3,100.0,76.8
945.824623108,86.3,100.0,76.8
947.841119051,86.3,100.0,76.8
949.859142065,86.3,100.0,76.8
951.875228167,86.3,100.0,76.8
