Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
9.05990600586e-06,58.6,0.0,67.0
2.02631092072,58.8,0.0,67.0
4.04169106483,58.8,0.0,67.0
6.05719399452,58.9,89.91,67.0
8.72734189034,59.1,89.91,67.0
10.7429080009,59.1,89.91,67.0
12.7576839924,59.1,89.91,67.0
14.7735230923,59.1,96.6,67.0
17.709225893,59.1,96.6,67.0
19.7261309624,59.1,96.6,67.0
21.7435939312,59.3,96.6,67.0
23.7593550682,59.3,96.6,67.0
25.7746679783,59.3,100.0,67.0
28.5018620491,59.1,100.0,67.0
30.5171029568,58.9,100.0,67.0
32.5320730209,58.9,100.0,67.0
34.5476300716,58.9,100.0,67.0
36.5658729076,58.9,100.0,67.0
38.5810749531,58.8,100.0,67.0
40.5964338779,58.8,100.0,67.0
42.6112339497,58.8,100.0,67.0
44.6263740063,58.8,100.0,67.0
46.641972065,58.9,100.0,67.0
48.6578919888,58.9,100.0,67.0
50.6765170097,58.9,100.0,67.0
52.69186306,58.8,100.0,67.0
54.7101790905,58.8,100.0,67.0
56.7254359722,58.9,100.0,67.0
58.7408030033,58.9,100.0,67.0
60.7557039261,58.9,100.0,67.0
62.7711958885,58.9,100.0,67.0
64.7861380577,58.9,100.0,67.0
66.8022511005,58.9,100.0,67.0
68.8205220699,58.9,100.0,67.0
70.8357720375,58.9,100.0,67.0
72.8513479233,59.1,100.0,67.0
74.8692080975,59.1,100.0,67.0
76.8852889538,59.3,100.0,67.0
78.9035789967,59.3,100.0,67.0
80.9196479321,59.3,100.0,67.0
82.9337790012,59.4,100.0,67.0
84.9501180649,59.4,100.0,67.0
86.9686329365,59.4,100.0,67.0
88.9842889309,59.6,100.0,67.0
91.0026879311,59.4,100.0,67.0
93.018666029,59.4,100.0,67.0
95.0334720612,59.4,100.0,67.0
97.0485270023,59.4,100.0,67.0
99.0636959076,59.4,100.0,67.0
101.078800917,59.4,100.0,67.0
103.094738007,59.3,100.0,67.0
105.112407923,59.3,100.0,67.0
107.128427982,59.3,100.0,67.0
109.14390707,59.4,100.0,67.0
111.161931038,59.4,100.0,67.0
113.177082062,59.4,100.0,67.0
115.192674875,59.4,100.0,67.0
117.208018064,59.6,100.0,67.0
119.22319603,59.6,100.0,67.0
121.238027096,59.8,100.0,67.0
123.254395962,59.8,100.0,67.0
125.272351027,59.8,100.0,67.0
127.287883997,59.6,100.0,67.0
129.306256056,59.6,100.0,67.0
131.321834087,59.6,100.0,67.0
133.336783886,59.6,100.0,67.0
135.352155924,59.4,100.0,67.0
137.367980003,59.4,100.0,67.0
139.38541007,59.4,100.0,67.0
141.402036905,59.4,100.0,67.0
143.420590878,59.4,100.0,67.0
145.436503887,59.4,100.0,67.0
147.454591036,59.4,100.0,67.0
149.470360994,59.4,100.0,67.0
151.485159874,59.4,100.0,67.0
153.500604868,59.3,100.0,67.0
155.515351057,59.3,100.0,67.0
157.531377077,59.3,100.0,67.0
159.550026894,59.3,100.0,67.0
161.566220045,59.3,100.0,67.0
163.583986998,59.3,100.0,67.0
165.600169897,59.3,100.0,67.0
167.617471933,59.3,100.0,67.0
169.633409977,59.1,100.0,67.0
171.648540974,59.1,100.0,67.0
173.663646936,59.1,100.0,67.0
175.679184914,59.1,100.0,67.0
177.694740057,59.1,100.0,67.0
179.713275909,59.1,100.0,67.0
181.728375912,59.1,100.0,67.0
183.744395971,59.1,100.0,67.0
185.762336016,59.1,100.0,67.0
187.777870893,58.9,100.0,67.0
189.793051004,58.9,100.0,67.0
191.808279991,58.9,100.0,67.0
193.823361874,58.9,100.0,67.0
195.839334965,58.9,100.0,67.0
197.857177019,58.8,100.0,67.0
199.873267889,58.8,100.0,67.0
201.891171932,58.8,100.0,67.0
203.907823086,58.8,100.0,67.0
205.925213099,58.6,100.0,67.0
207.940547943,58.6,100.0,67.0
209.956460953,58.6,100.0,67.0
211.972506046,58.6,100.0,67.0
213.990221024,58.6,100.0,67.0
216.006498098,58.6,100.0,67.0
218.024297953,58.4,100.0,67.0
220.03975296,58.4,100.0,67.0
222.05568409,58.4,100.0,67.0
224.07405901,58.4,100.0,67.0
226.089979887,58.4,100.0,67.0
228.105750084,58.3,100.0,67.0
230.125041962,58.3,100.0,67.0
232.14302206,58.1,100.0,67.0
234.158997059,58.1,100.0,67.0
236.177382946,58.1,100.0,67.0
238.192351103,58.1,100.0,67.0
240.207812071,58.1,100.0,67.0
242.223347902,58.1,100.0,67.0
244.240868092,57.9,100.0,67.0
246.257411003,57.9,100.0,67.0
248.273010015,57.9,100.0,67.0
250.291465998,57.8,100.0,67.0
252.307342052,57.8,100.0,67.0
254.324941874,57.8,100.0,67.0
256.341562986,57.8,100.0,67.0
258.359618902,57.8,100.0,67.0
260.376012087,57.8,100.0,67.0
262.394162893,57.8,100.0,67.0
264.409719944,57.8,100.0,67.0
266.426268101,57.8,100.0,67.0
268.44341588,57.8,100.0,67.0
270.459197044,57.8,100.0,67.0
272.476820946,57.6,100.0,67.0
274.493366957,57.6,100.0,67.0
276.508413076,57.6,100.0,67.0
278.524276972,57.6,100.0,67.0
280.542057037,57.6,100.0,67.0
282.558079004,57.8,100.0,67.0
284.573846102,57.8,100.0,67.0
286.592263937,57.9,100.0,67.0
288.607596874,57.9,100.0,67.0
290.623424053,57.8,100.0,67.0
292.640793085,57.8,100.0,67.0
294.657712936,57.6,100.0,67.0
296.675728083,57.6,100.0,67.0
298.691891909,57.5,100.0,67.0
300.709815979,57.5,100.0,67.0
302.725302935,57.5,100.0,67.0
304.741404057,57.5,100.0,67.0
306.759299994,57.5,100.0,67.0
308.774441957,57.5,100.0,67.0
310.790961981,57.5,100.0,67.0
312.808922052,57.3,100.0,67.0
314.824620962,57.1,100.0,67.0
316.840113878,57.0,100.0,67.0
318.858016014,57.0,100.0,67.0
320.874398947,57.0,100.0,67.0
322.89218998,57.0,100.0,67.0
324.908461094,57.0,100.0,67.0
326.923644066,57.0,100.0,67.0
328.939502001,57.0,100.0,67.0
330.957751036,57.0,100.0,67.0
332.97356391,57.0,100.0,67.0
334.992071867,57.0,100.0,67.0
337.007335901,57.0,100.0,67.0
339.026092052,56.8,100.0,67.0
341.041692019,56.8,100.0,67.0
343.056807041,56.5,100.0,67.0
345.075177908,56.4,100.0,67.0
347.091629028,56.2,100.0,67.0
