Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
8.10623168945e-06,59.8,0.0,60.8
2.01732897758,59.6,0.0,60.8
4.0350830555,59.8,0.0,60.8
6.05012798309,59.8,0.0,60.8
8.0654129982,60.0,0.0,60.8
10.0804839134,60.1,0.0,60.8
12.0963480473,60.3,0.0,60.8
14.1113049984,60.3,0.0,60.8
16.1256010532,60.5,0.0,60.8
18.1423680782,60.5,0.0,60.8
20.1605119705,60.5,0.0,60.8
22.1756269932,60.5,0.0,60.8
24.1912350655,60.5,0.0,60.8
26.2056438923,60.5,0.0,60.8
28.2218229771,60.5,0.0,60.8
30.239718914,60.6,0.0,60.8
32.2550680637,60.6,0.0,60.8
34.2710580826,60.6,0.0,60.8
36.2876019478,60.6,0.0,60.8
38.3045649529,60.8,0.0,60.8
40.3202478886,60.8,0.0,60.8
42.335766077,60.8,0.0,60.8
44.3531360626,60.8,0.0,60.8
46.36927104,60.8,0.0,60.8
48.3842871189,60.6,0.0,60.8
50.4014921188,60.6,0.0,60.8
52.4176340103,60.6,0.0,60.8
54.4330670834,60.6,0.0,60.8
56.449420929,60.6,0.0,60.8
58.4645581245,60.6,0.0,60.8
60.480257988,60.5,0.0,60.8
62.4982430935,60.5,0.0,60.8
64.5138731003,60.5,0.0,60.8
66.5289070606,60.3,0.0,60.8
68.543637991,60.3,0.0,60.8
70.5588200092,60.3,0.0,60.8
72.5738461018,60.3,0.0,60.8
74.5887339115,60.1,0.0,60.8
76.6044979095,60.1,0.0,60.8
78.6200389862,60.1,0.0,60.8
