Time [s],Temperature [C],DutyCycle [%],Setpoint [C]
167.047152996,52.4,40.0,53.2
169.061729908,52.2,50.0,53.2
171.077208042,52.2,50.0,53.2
173.09194994,52.5,35.0,53.2
175.10752511,52.7,25.0,53.2
177.123834133,52.7,25.0,53.2
179.874459028,52.8,20.0,53.2
181.890133142,52.8,20.0,53.2
183.905307055,52.9,15.0,53.2
185.920292139,52.8,20.0,53.2
187.934869051,52.5,35.0,53.2
189.949966908,52.2,50.0,53.2
191.966381073,52.2,50.0,53.2
193.983902931,52.2,50.0,53.2
196.000442982,52.4,40.0,53.2
198.018438101,52.5,35.0,53.2
200.8611691,52.7,25.0,53.2
202.876810074,52.7,25.0,53.2
204.891812086,52.7,25.0,53.2
206.907246113,52.7,25.0,53.2
208.924552917,52.7,25.0,53.2
210.940804958,52.7,25.0,53.2
212.956602097,52.4,40.0,53.2
214.974915981,52.4,40.0,53.2
216.990596056,52.4,40.0,53.2
219.005881071,52.4,40.0,53.2
221.021019936,52.4,40.0,53.2
223.035555124,52.5,35.0,53.2
225.050893068,52.5,35.0,53.2
227.06576395,52.7,25.0,53.2
229.081969976,52.7,25.0,53.2
231.17314291,52.7,25.0,53.2
233.188817024,52.8,20.0,53.2
235.204647064,52.9,15.0,53.2
237.21987009,52.8,20.0,53.2
239.698018074,52.5,35.0,53.2
241.716681957,52.5,35.0,53.2
243.731719017,52.4,40.0,53.2
245.747354984,52.2,50.0,53.2
247.765748978,52.2,50.0,53.2
249.780792952,52.2,50.0,53.2
251.796172142,52.4,40.0,53.2
253.811402082,52.4,40.0,53.2
255.826164961,52.5,35.0,53.2
257.840615988,52.4,40.0,53.2
259.857640982,52.2,50.0,53.2
261.876137972,52.4,40.0,53.2
264.820271969,52.5,35.0,53.2
266.836153984,52.8,20.0,53.2
268.851345062,52.9,15.0,53.2
270.866039038,53.1,5.0,53.2
272.881772041,53.1,5.0,53.2
274.899820089,52.9,15.0,53.2
276.915398121,52.9,15.0,53.2
278.930768013,53.1,5.0,53.2
280.945013046,53.2,0.0,53.2
282.960444927,53.4,0.0,53.2
284.975554943,53.7,0.0,53.2
286.991454124,53.8,0.0,53.2
289.007111073,53.7,0.0,53.2
291.025344133,53.7,0.0,53.2
293.041105032,53.8,0.0,53.2
295.059283018,53.9,0.0,53.2
297.074755907,53.9,0.0,53.2
299.089955091,53.8,0.0,53.2
301.105291128,53.5,0.0,53.2
303.120209932,53.4,0.0,53.2
305.134761095,53.4,0.0,53.2
307.149708986,53.4,0.0,53.2
309.165318966,53.2,0.0,53.2
311.18100214,53.4,0.0,53.2
313.196723938,53.5,0.0,53.2
315.214880943,53.5,0.0,53.2
317.229857922,53.5,0.0,53.2
319.245451927,53.7,0.0,53.2
321.260469913,53.7,0.0,53.2
323.27598691,53.5,0.0,53.2
325.293133974,53.5,0.0,53.2
327.309044123,53.5,0.0,53.2
329.325561047,53.5,0.0,53.2
331.343961954,53.5,0.0,53.2
333.359583139,53.7,0.0,53.2
335.374273062,53.7,0.0,53.2
337.389181137,53.8,0.0,53.2
339.405143976,53.9,0.0,53.2
341.422250032,53.9,0.0,53.2
343.438053131,53.9,0.0,53.2
345.453732014,53.9,0.0,53.2
347.469734907,53.9,0.0,53.2
349.487914085,53.9,0.0,53.2
351.51593399,53.9,0.0,53.2
353.530920982,53.8,0.0,53.2
355.546092987,53.8,0.0,53.2
357.560594082,53.8,0.0,53.2
359.576102972,53.8,0.0,53.2
361.590888023,53.8,0.0,53.2
363.606565952,53.8,0.0,53.2
365.62186408,53.7,0.0,53.2
367.637049913,53.5,0.0,53.2
369.652446985,53.4,0.0,53.2
371.670171976,53.4,0.0,53.2
373.686499119,53.4,0.0,53.2
375.703977108,53.5,0.0,53.2
377.719648123,53.5,0.0,53.2
379.734515905,53.4,0.0,53.2
381.750209093,53.5,0.0,53.2
383.766071081,53.7,0.0,53.2
385.781480074,53.8,0.0,53.2
387.799855947,53.8,0.0,53.2
389.816628933,53.7,0.0,53.2
391.83338809,53.5,0.0,53.2
393.849451065,53.5,0.0,53.2
395.864435911,53.5,0.0,53.2
397.879861116,53.5,0.0,53.2
399.894874096,53.5,0.0,53.2
401.909229994,53.4,0.0,53.2
403.925446033,53.4,0.0,53.2
405.94373703,53.5,0.0,53.2
407.959414959,53.4,0.0,53.2
409.97449398,53.4,0.0,53.2
411.990206003,53.4,0.0,53.2
414.007836103,53.2,0.0,53.2
416.023577929,53.2,0.0,53.2
418.038264036,53.2,0.0,53.2
420.053551912,53.2,0.0,53.2
422.068382978,53.2,0.0,53.2
424.084306955,53.2,0.0,53.2
426.099905968,53.1,5.0,53.2
428.118304014,53.2,0.0,53.2
430.133359909,53.2,0.0,53.2
432.148952007,53.2,0.0,53.2
434.164194107,53.1,5.0,53.2
436.179152966,52.9,15.0,53.2
438.194854021,52.9,15.0,53.2
440.212893009,52.9,15.0,53.2
442.228163958,53.1,5.0,53.2
444.243835926,52.9,15.0,53.2
446.258764982,53.1,5.0,53.2
448.273881912,53.1,5.0,53.2
450.288787127,53.1,5.0,53.2
452.303971052,53.2,0.0,53.2
454.320050955,53.2,0.0,53.2
456.337554932,53.4,0.0,53.2
458.354289055,53.4,0.0,53.2
460.371701956,53.4,0.0,53.2
462.388200045,53.4,0.0,53.2
464.40430212,53.4,0.0,53.2
466.421550035,53.2,0.0,53.2
468.437820911,53.2,0.0,53.2
470.456200123,53.2,0.0,53.2
472.472052097,53.2,0.0,53.2
474.489969015,53.2,0.0,53.2
476.50575614,52.9,15.0,53.2
479.290560007,52.8,20.0,53.2
481.304985046,52.9,15.0,53.2
483.321509123,52.8,20.0,53.2
485.337093115,52.8,20.0,53.2
487.354711056,52.7,25.0,53.2
490.280857086,52.8,20.0,53.2
492.297920942,52.9,15.0,53.2
494.313656092,52.9,15.0,53.2
496.328553915,52.9,15.0,53.2
498.345132113,52.9,15.0,53.2
500.363192081,52.9,15.0,53.2
502.378617048,52.9,15.0,53.2
504.394196987,52.9,15.0,53.2
506.412029028,53.1,5.0,53.2
508.428164005,53.1,5.0,53.2
510.443310976,53.2,0.0,53.2
512.458293915,53.4,0.0,53.2
514.473078966,53.4,0.0,53.2
516.488699913,53.4,0.0,53.2
518.504004955,53.2,0.0,53.2
520.519402027,52.9,15.0,53.2
522.537235022,52.9,15.0,53.2
524.553591013,53.1,5.0,53.2
526.572050095,53.1,5.0,53.2
528.588244915,53.2,0.0,53.2
530.605602026,53.2,0.0,53.2
532.62194109,53.2,0.0,53.2
534.637145996,53.2,0.0,53.2
536.652904034,53.2,0.0,53.2
540.823038101,53.2,0.0,53.2
542.839530945,53.5,0.0,53.2
544.855998993,53.7,0.0,53.2
546.871144056,53.8,0.0,53.2
548.886142015,53.8,0.0,53.2
550.902148962,53.9,0.0,53.2
552.920217991,53.9,0.0,53.2
554.935883045,53.9,0.0,53.2
556.951093912,53.9,0.0,53.2
558.968920946,53.8,0.0,53.2
560.984616995,53.8,0.0,53.2
563.000598907,53.7,0.0,53.2
565.017612934,53.7,0.0,53.2
567.033057928,53.5,0.0,53.2
569.048416138,53.7,0.0,53.2
571.064722061,53.7,0.0,53.2
573.079576969,53.8,0.0,53.2
575.095077991,53.8,0.0,53.2
577.110654116,53.8,0.0,53.2
579.129368067,53.7,0.0,53.2
581.143682003,53.7,0.0,53.2
583.158960104,53.7,0.0,53.2
585.174873114,53.7,0.0,53.2
587.190282106,53.7,0.0,53.2
